edad,educacion,credito_hipotecario,credito_consumo,duracion_llamada_seg,contactos_esta_campana,contactos_previos,resultado_campana_anterior,tasa_euribor,contrata
26.0,4.0,0.0,0.0,72.0,1.0,0.0,0.0,4.962,0
46.0,3.0,0.0,0.0,283.0,3.0,0.0,0.0,4.962,0
33.0,3.0,1.0,0.0,18.0,1.0,0.0,0.0,4.962,0
36.0,4.0,1.0,0.0,835.0,1.0,0.0,0.0,4.962,1
48.0,5.0,1.0,0.0,321.0,2.0,0.0,0.0,4.962,0
35.0,3.0,1.0,0.0,24.0,10.0,0.0,0.0,4.962,0
32.0,4.0,0.0,0.0,213.0,5.0,0.0,0.0,4.962,0
31.0,5.0,0.0,0.0,371.0,2.0,0.0,0.0,4.962,1
28.0,6.0,0.0,0.0,262.0,2.0,0.0,0.0,4.962,0
31.0,4.0,1.0,0.0,417.0,3.0,0.0,0.0,4.962,0
56.0,6.0,0.0,0.0,154.0,4.0,0.0,0.0,4.962,0
41.0,1.0,1.0,0.0,122.0,1.0,0.0,0.0,4.962,0
58.0,1.0,1.0,0.0,23.0,3.0,0.0,0.0,4.962,0
33.0,4.0,0.0,1.0,113.0,1.0,0.0,0.0,4.962,0
56.0,4.0,1.0,0.0,367.0,1.0,0.0,0.0,4.962,0
43.0,1.0,1.0,0.0,173.0,1.0,0.0,0.0,4.962,0
51.0,,0.0,0.0,15.0,1.0,0.0,0.0,4.962,0
32.0,4.0,1.0,0.0,156.0,1.0,0.0,0.0,4.962,0
31.0,3.0,0.0,0.0,1218.0,1.0,0.0,0.0,4.962,0
51.0,,,,339.0,2.0,0.0,0.0,4.962,0
29.0,6.0,0.0,0.0,332.0,2.0,0.0,0.0,4.962,0
24.0,1.0,0.0,0.0,537.0,1.0,0.0,0.0,4.962,1
29.0,5.0,0.0,0.0,632.0,1.0,0.0,0.0,4.962,0
29.0,,0.0,0.0,243.0,1.0,0.0,0.0,4.962,0
36.0,3.0,0.0,0.0,81.0,2.0,0.0,0.0,4.962,0
55.0,1.0,1.0,0.0,58.0,3.0,0.0,0.0,4.962,0
40.0,6.0,0.0,0.0,248.0,29.0,0.0,0.0,4.962,0
57.0,3.0,1.0,0.0,422.0,1.0,0.0,0.0,4.962,0
57.0,1.0,0.0,0.0,101.0,1.0,0.0,0.0,4.962,0
33.0,1.0,,,577.0,4.0,0.0,0.0,4.962,0
52.0,4.0,1.0,0.0,43.0,1.0,0.0,0.0,4.962,0
31.0,5.0,1.0,0.0,36.0,1.0,0.0,0.0,4.962,0
36.0,4.0,1.0,0.0,100.0,4.0,0.0,0.0,4.962,0
28.0,6.0,1.0,0.0,695.0,1.0,0.0,0.0,4.962,1
39.0,3.0,0.0,0.0,255.0,2.0,0.0,0.0,4.962,0
50.0,4.0,0.0,0.0,373.0,2.0,0.0,0.0,4.962,0
32.0,4.0,1.0,0.0,108.0,2.0,0.0,0.0,4.962,0
31.0,3.0,1.0,0.0,704.0,4.0,0.0,0.0,4.962,1
47.0,3.0,1.0,0.0,96.0,3.0,0.0,0.0,4.962,0
35.0,6.0,1.0,0.0,399.0,2.0,0.0,0.0,4.962,0
47.0,5.0,0.0,1.0,140.0,3.0,0.0,0.0,4.962,0
25.0,3.0,1.0,0.0,121.0,2.0,0.0,0.0,4.962,0
26.0,5.0,0.0,0.0,84.0,5.0,0.0,0.0,4.962,0
42.0,5.0,0.0,0.0,108.0,2.0,0.0,0.0,4.962,0
29.0,5.0,0.0,0.0,129.0,10.0,0.0,0.0,4.962,0
36.0,4.0,1.0,1.0,57.0,2.0,0.0,0.0,4.962,0
33.0,4.0,,,154.0,2.0,0.0,0.0,4.962,0
33.0,1.0,1.0,0.0,313.0,2.0,0.0,0.0,4.962,0
49.0,5.0,1.0,0.0,429.0,13.0,0.0,0.0,4.962,0
49.0,2.0,0.0,0.0,152.0,9.0,0.0,0.0,4.962,0
51.0,6.0,0.0,0.0,16.0,17.0,0.0,0.0,4.962,0
28.0,6.0,1.0,0.0,249.0,5.0,0.0,0.0,4.962,0
28.0,4.0,1.0,1.0,604.0,6.0,0.0,0.0,4.962,0
58.0,1.0,0.0,0.0,147.0,1.0,0.0,0.0,4.961,0
32.0,2.0,1.0,0.0,39.0,2.0,0.0,0.0,4.961,0
41.0,4.0,0.0,0.0,340.0,1.0,0.0,0.0,4.961,0
27.0,6.0,,,240.0,6.0,0.0,0.0,4.961,0
49.0,3.0,0.0,0.0,70.0,1.0,0.0,0.0,4.961,0
30.0,3.0,0.0,0.0,348.0,3.0,0.0,0.0,4.961,0
56.0,1.0,0.0,0.0,573.0,1.0,0.0,0.0,4.961,0
58.0,5.0,1.0,0.0,430.0,1.0,0.0,0.0,4.961,0
41.0,3.0,0.0,0.0,203.0,2.0,0.0,0.0,4.961,0
41.0,3.0,0.0,0.0,147.0,1.0,0.0,0.0,4.961,0
35.0,1.0,0.0,0.0,140.0,1.0,0.0,0.0,4.961,0
45.0,3.0,1.0,1.0,93.0,1.0,0.0,0.0,4.961,0
37.0,5.0,0.0,0.0,96.0,1.0,0.0,0.0,4.961,0
34.0,4.0,0.0,0.0,69.0,1.0,0.0,0.0,4.961,0
38.0,5.0,0.0,0.0,574.0,4.0,0.0,0.0,4.961,0
40.0,6.0,,,91.0,1.0,0.0,0.0,4.961,0
46.0,3.0,0.0,0.0,64.0,1.0,0.0,0.0,4.961,0
33.0,6.0,0.0,0.0,254.0,1.0,0.0,0.0,4.961,0
38.0,1.0,0.0,0.0,149.0,1.0,0.0,0.0,4.961,0
49.0,4.0,0.0,1.0,374.0,3.0,0.0,0.0,4.961,0
42.0,4.0,1.0,0.0,106.0,1.0,0.0,0.0,4.961,0
34.0,4.0,1.0,0.0,191.0,3.0,0.0,0.0,4.961,0
49.0,4.0,0.0,0.0,370.0,1.0,0.0,0.0,4.961,0
43.0,3.0,1.0,0.0,487.0,1.0,0.0,0.0,4.961,0
57.0,6.0,0.0,1.0,253.0,1.0,0.0,0.0,4.961,0
44.0,,0.0,0.0,239.0,1.0,0.0,0.0,4.961,0
38.0,5.0,0.0,0.0,252.0,2.0,0.0,0.0,4.961,0
55.0,5.0,0.0,0.0,416.0,3.0,0.0,0.0,4.961,0
29.0,4.0,0.0,0.0,145.0,4.0,0.0,0.0,4.961,0
38.0,4.0,0.0,0.0,605.0,1.0,0.0,0.0,4.961,0
27.0,2.0,1.0,0.0,75.0,2.0,0.0,0.0,4.961,0
38.0,4.0,1.0,0.0,1411.0,1.0,0.0,0.0,4.961,0
39.0,2.0,1.0,0.0,453.0,1.0,0.0,0.0,4.961,0
49.0,6.0,0.0,0.0,21.0,1.0,0.0,0.0,4.961,0
23.0,5.0,,,148.0,1.0,0.0,0.0,4.961,0
31.0,4.0,0.0,0.0,952.0,4.0,0.0,0.0,4.961,1
36.0,3.0,0.0,1.0,207.0,1.0,0.0,0.0,4.961,0
34.0,3.0,0.0,0.0,238.0,1.0,0.0,0.0,4.961,0
57.0,1.0,1.0,0.0,107.0,1.0,0.0,0.0,4.961,0
56.0,3.0,0.0,0.0,64.0,2.0,0.0,0.0,4.961,0
31.0,6.0,0.0,0.0,73.0,1.0,0.0,0.0,4.961,0
43.0,3.0,0.0,0.0,409.0,1.0,0.0,0.0,4.961,0
29.0,3.0,1.0,0.0,120.0,1.0,0.0,0.0,4.961,0
45.0,3.0,0.0,0.0,10.0,16.0,0.0,0.0,4.961,0
28.0,3.0,1.0,0.0,130.0,1.0,0.0,0.0,4.961,0
45.0,3.0,1.0,0.0,69.0,1.0,0.0,0.0,4.961,0
28.0,4.0,0.0,0.0,1017.0,1.0,0.0,0.0,4.961,0
26.0,4.0,0.0,0.0,237.0,5.0,0.0,0.0,4.961,0
49.0,6.0,0.0,0.0,163.0,2.0,0.0,0.0,4.961,0
48.0,4.0,1.0,0.0,234.0,1.0,0.0,0.0,4.961,0
35.0,1.0,1.0,0.0,155.0,1.0,0.0,0.0,4.961,0
56.0,1.0,0.0,0.0,92.0,2.0,0.0,0.0,4.961,0
60.0,3.0,1.0,0.0,80.0,3.0,0.0,0.0,4.961,0
34.0,2.0,1.0,1.0,549.0,1.0,0.0,0.0,4.961,0
37.0,2.0,1.0,0.0,216.0,2.0,0.0,0.0,4.961,0
52.0,1.0,0.0,1.0,71.0,2.0,0.0,0.0,4.961,0
28.0,3.0,1.0,0.0,225.0,1.0,0.0,0.0,4.961,0
52.0,4.0,0.0,0.0,339.0,2.0,0.0,0.0,4.961,0
46.0,6.0,1.0,0.0,138.0,9.0,0.0,0.0,4.961,0
30.0,6.0,1.0,0.0,49.0,2.0,0.0,0.0,4.961,0
40.0,5.0,0.0,0.0,37.0,2.0,0.0,0.0,4.959,0
56.0,4.0,0.0,0.0,489.0,2.0,0.0,0.0,4.959,0
45.0,1.0,1.0,1.0,62.0,4.0,0.0,0.0,4.959,0
38.0,6.0,1.0,0.0,170.0,2.0,0.0,0.0,4.959,0
37.0,5.0,0.0,0.0,394.0,2.0,0.0,0.0,4.959,0
33.0,6.0,0.0,1.0,42.0,7.0,0.0,0.0,4.959,0
40.0,3.0,1.0,0.0,156.0,3.0,0.0,0.0,4.959,0
33.0,4.0,1.0,0.0,106.0,3.0,0.0,0.0,4.959,0
43.0,1.0,0.0,0.0,744.0,3.0,0.0,0.0,4.959,0
36.0,6.0,1.0,0.0,122.0,1.0,0.0,0.0,4.959,0
38.0,4.0,0.0,0.0,124.0,1.0,0.0,0.0,4.959,0
29.0,6.0,0.0,0.0,45.0,1.0,0.0,0.0,4.959,0
28.0,3.0,0.0,0.0,325.0,1.0,0.0,0.0,4.959,0
33.0,2.0,0.0,0.0,398.0,2.0,0.0,0.0,4.959,0
36.0,1.0,0.0,0.0,79.0,1.0,0.0,0.0,4.959,0
58.0,6.0,0.0,0.0,218.0,1.0,0.0,0.0,4.959,0
40.0,3.0,1.0,0.0,235.0,1.0,0.0,0.0,4.959,0
37.0,4.0,1.0,0.0,21.0,1.0,0.0,0.0,4.959,0
50.0,5.0,1.0,0.0,329.0,1.0,0.0,0.0,4.959,0
42.0,4.0,0.0,0.0,89.0,1.0,0.0,0.0,4.959,0
47.0,4.0,1.0,0.0,256.0,8.0,0.0,0.0,4.959,0
47.0,2.0,0.0,0.0,108.0,1.0,0.0,0.0,4.959,0
32.0,3.0,1.0,0.0,123.0,3.0,0.0,0.0,4.959,0
35.0,5.0,1.0,0.0,74.0,2.0,0.0,0.0,4.959,0
41.0,3.0,0.0,0.0,256.0,2.0,0.0,0.0,4.959,0
56.0,,1.0,0.0,471.0,2.0,0.0,0.0,4.959,0
53.0,4.0,1.0,0.0,211.0,2.0,0.0,0.0,4.959,0
25.0,4.0,1.0,0.0,534.0,3.0,0.0,0.0,4.959,0
32.0,5.0,1.0,0.0,446.0,1.0,0.0,0.0,4.959,0
37.0,1.0,0.0,0.0,1663.0,1.0,0.0,0.0,4.959,1
41.0,6.0,1.0,0.0,248.0,1.0,0.0,0.0,4.959,0
53.0,5.0,0.0,0.0,421.0,6.0,0.0,0.0,4.959,0
33.0,4.0,1.0,0.0,36.0,2.0,0.0,0.0,4.959,0
44.0,1.0,0.0,0.0,263.0,3.0,0.0,0.0,4.959,0
42.0,3.0,1.0,0.0,93.0,2.0,0.0,0.0,4.959,0
57.0,1.0,0.0,0.0,19.0,4.0,0.0,0.0,4.959,0
53.0,3.0,1.0,1.0,16.0,20.0,0.0,0.0,4.959,0
27.0,6.0,0.0,0.0,134.0,2.0,0.0,0.0,4.959,0
34.0,4.0,0.0,0.0,267.0,3.0,0.0,0.0,4.959,0
56.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,4.959,0
35.0,2.0,1.0,0.0,55.0,4.0,0.0,0.0,4.959,0
58.0,,1.0,0.0,158.0,5.0,0.0,0.0,4.959,0
52.0,,1.0,0.0,14.0,13.0,0.0,0.0,4.959,0
40.0,5.0,0.0,0.0,20.0,18.0,0.0,0.0,4.959,0
43.0,5.0,0.0,1.0,10.0,14.0,0.0,0.0,4.959,0
41.0,5.0,0.0,0.0,268.0,3.0,0.0,0.0,4.959,0
46.0,2.0,1.0,1.0,9.0,13.0,0.0,0.0,4.959,0
57.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,4.959,0
39.0,4.0,0.0,0.0,32.0,9.0,0.0,0.0,4.959,0
45.0,6.0,,,8.0,12.0,0.0,0.0,4.959,0
37.0,4.0,1.0,0.0,7.0,12.0,0.0,0.0,4.959,0
36.0,4.0,0.0,0.0,285.0,4.0,0.0,0.0,4.959,0
31.0,6.0,1.0,0.0,15.0,4.0,0.0,0.0,4.959,0
35.0,2.0,1.0,0.0,46.0,10.0,0.0,0.0,4.959,0
58.0,1.0,0.0,0.0,407.0,2.0,0.0,0.0,4.959,0
43.0,6.0,0.0,0.0,13.0,5.0,0.0,0.0,4.959,0
31.0,2.0,1.0,1.0,8.0,3.0,0.0,0.0,4.959,0
38.0,3.0,0.0,0.0,693.0,3.0,0.0,0.0,4.959,1
40.0,4.0,0.0,0.0,155.0,2.0,0.0,0.0,4.959,0
30.0,3.0,0.0,0.0,10.0,8.0,0.0,0.0,4.959,0
51.0,,1.0,0.0,17.0,3.0,0.0,0.0,4.959,0
48.0,5.0,0.0,0.0,804.0,12.0,0.0,0.0,4.959,0
53.0,6.0,1.0,0.0,73.0,3.0,0.0,0.0,4.959,0
59.0,1.0,0.0,1.0,13.0,3.0,0.0,0.0,4.959,0
59.0,4.0,1.0,0.0,13.0,7.0,0.0,0.0,4.959,0
36.0,3.0,0.0,1.0,75.0,3.0,0.0,0.0,4.959,0
23.0,1.0,1.0,0.0,31.0,10.0,0.0,0.0,4.959,0
59.0,3.0,0.0,0.0,25.0,8.0,0.0,0.0,4.959,0
31.0,3.0,1.0,1.0,13.0,15.0,0.0,0.0,4.959,0
51.0,,1.0,0.0,16.0,3.0,0.0,0.0,4.959,0
46.0,6.0,0.0,0.0,8.0,6.0,0.0,0.0,4.959,0
37.0,5.0,0.0,0.0,43.0,2.0,0.0,0.0,4.959,0
41.0,4.0,0.0,0.0,23.0,7.0,0.0,0.0,4.959,0
52.0,6.0,1.0,0.0,11.0,12.0,0.0,0.0,4.959,0
46.0,4.0,1.0,0.0,7.0,3.0,0.0,0.0,4.959,0
38.0,6.0,0.0,0.0,24.0,5.0,0.0,0.0,4.959,0
36.0,6.0,0.0,0.0,35.0,7.0,0.0,0.0,4.959,0
35.0,6.0,0.0,0.0,13.0,4.0,0.0,0.0,4.959,0
28.0,4.0,0.0,0.0,22.0,16.0,0.0,0.0,4.959,0
38.0,4.0,1.0,0.0,447.0,2.0,0.0,0.0,4.959,0
27.0,2.0,1.0,0.0,34.0,8.0,0.0,0.0,4.959,0
48.0,5.0,1.0,1.0,12.0,24.0,0.0,0.0,4.959,0
37.0,6.0,0.0,0.0,10.0,23.0,0.0,0.0,4.959,0
37.0,3.0,0.0,0.0,124.0,4.0,0.0,0.0,4.959,0
36.0,5.0,1.0,0.0,9.0,2.0,0.0,0.0,4.959,0
24.0,4.0,0.0,0.0,12.0,8.0,0.0,0.0,4.959,0
51.0,3.0,0.0,0.0,60.0,4.0,0.0,0.0,4.959,0
42.0,4.0,0.0,0.0,20.0,5.0,0.0,0.0,4.959,0
31.0,5.0,1.0,0.0,202.0,2.0,0.0,0.0,4.959,0
54.0,4.0,0.0,0.0,204.0,2.0,0.0,0.0,4.959,0
45.0,3.0,0.0,0.0,924.0,3.0,0.0,0.0,4.959,1
56.0,,0.0,1.0,988.0,4.0,0.0,0.0,4.959,1
40.0,6.0,0.0,0.0,498.0,2.0,0.0,0.0,4.958,1
54.0,5.0,0.0,0.0,364.0,2.0,0.0,0.0,4.958,0
34.0,4.0,1.0,0.0,137.0,5.0,0.0,0.0,4.958,0
31.0,2.0,0.0,0.0,481.0,6.0,0.0,0.0,4.958,0
35.0,6.0,0.0,0.0,51.0,8.0,0.0,0.0,4.958,0
58.0,3.0,0.0,0.0,372.0,5.0,0.0,0.0,4.958,0
42.0,6.0,1.0,0.0,157.0,1.0,0.0,0.0,4.958,0
33.0,,1.0,0.0,247.0,1.0,0.0,0.0,4.958,0
39.0,2.0,1.0,0.0,100.0,1.0,0.0,0.0,4.958,0
31.0,1.0,0.0,0.0,91.0,2.0,0.0,0.0,4.958,0
46.0,5.0,1.0,0.0,292.0,2.0,0.0,0.0,4.958,0
52.0,3.0,1.0,1.0,138.0,3.0,0.0,0.0,4.955,0
60.0,5.0,1.0,0.0,318.0,2.0,0.0,0.0,4.955,0
45.0,5.0,1.0,1.0,116.0,1.0,0.0,0.0,4.955,0
55.0,,0.0,0.0,667.0,3.0,0.0,0.0,4.955,0
33.0,4.0,0.0,0.0,59.0,4.0,0.0,0.0,4.947,0
39.0,2.0,0.0,1.0,213.0,1.0,0.0,0.0,4.947,0
27.0,6.0,0.0,0.0,911.0,1.0,0.0,0.0,4.947,1
37.0,1.0,0.0,0.0,124.0,2.0,0.0,0.0,4.947,0
40.0,3.0,1.0,1.0,162.0,1.0,0.0,0.0,4.947,0
27.0,6.0,1.0,0.0,244.0,2.0,0.0,0.0,4.947,0
51.0,4.0,,,133.0,5.0,0.0,0.0,4.947,0
42.0,2.0,1.0,0.0,151.0,2.0,0.0,0.0,4.947,0
54.0,6.0,1.0,0.0,291.0,2.0,0.0,0.0,4.947,0
47.0,3.0,1.0,0.0,185.0,3.0,0.0,0.0,4.947,0
45.0,5.0,1.0,0.0,293.0,3.0,0.0,0.0,4.947,0
36.0,4.0,1.0,1.0,111.0,4.0,0.0,0.0,4.947,0
44.0,2.0,0.0,0.0,247.0,3.0,0.0,0.0,4.947,0
49.0,1.0,1.0,0.0,117.0,3.0,0.0,0.0,4.947,0
40.0,6.0,0.0,0.0,146.0,3.0,0.0,0.0,4.947,0
28.0,6.0,0.0,0.0,103.0,3.0,0.0,0.0,4.947,0
55.0,1.0,,,54.0,3.0,0.0,0.0,4.947,0
38.0,4.0,0.0,0.0,117.0,2.0,0.0,0.0,4.947,0
42.0,6.0,0.0,0.0,124.0,2.0,0.0,0.0,4.947,0
32.0,5.0,1.0,0.0,118.0,1.0,0.0,0.0,4.947,0
28.0,6.0,1.0,0.0,73.0,2.0,0.0,0.0,4.947,0
56.0,1.0,1.0,0.0,58.0,1.0,0.0,0.0,4.955,0
41.0,4.0,1.0,0.0,108.0,1.0,0.0,0.0,4.955,0
28.0,4.0,0.0,0.0,249.0,1.0,0.0,0.0,4.955,0
38.0,1.0,0.0,0.0,292.0,1.0,0.0,0.0,4.955,0
44.0,,0.0,0.0,183.0,2.0,0.0,0.0,4.955,0
58.0,6.0,0.0,0.0,55.0,1.0,0.0,0.0,4.955,0
37.0,4.0,0.0,0.0,305.0,1.0,0.0,0.0,4.955,0
33.0,4.0,1.0,0.0,102.0,1.0,0.0,0.0,4.955,0
42.0,2.0,0.0,0.0,340.0,1.0,0.0,0.0,4.955,0
47.0,1.0,0.0,0.0,484.0,1.0,0.0,0.0,4.955,0
32.0,6.0,0.0,0.0,56.0,1.0,0.0,0.0,4.955,0
40.0,3.0,0.0,1.0,1135.0,2.0,0.0,0.0,4.955,1
40.0,4.0,0.0,1.0,289.0,2.0,0.0,0.0,4.955,0
53.0,3.0,1.0,0.0,723.0,2.0,0.0,0.0,4.955,0
43.0,1.0,0.0,0.0,660.0,3.0,0.0,0.0,4.956,0
39.0,,0.0,0.0,218.0,2.0,0.0,0.0,4.956,0
43.0,5.0,0.0,0.0,44.0,2.0,0.0,0.0,4.956,0
39.0,3.0,1.0,0.0,306.0,2.0,0.0,0.0,4.956,0
28.0,6.0,1.0,0.0,134.0,2.0,0.0,0.0,4.956,0
45.0,6.0,0.0,1.0,269.0,3.0,0.0,0.0,4.966,0
46.0,4.0,0.0,0.0,375.0,3.0,0.0,0.0,4.966,0
43.0,3.0,1.0,0.0,24.0,1.0,0.0,0.0,4.966,0
29.0,6.0,1.0,0.0,109.0,1.0,0.0,0.0,4.966,0
36.0,3.0,0.0,0.0,414.0,1.0,0.0,0.0,4.966,0
28.0,4.0,1.0,0.0,60.0,1.0,0.0,0.0,4.966,0
45.0,4.0,0.0,0.0,172.0,10.0,0.0,0.0,4.966,0
35.0,3.0,0.0,0.0,88.0,1.0,0.0,0.0,4.966,0
36.0,,0.0,0.0,88.0,1.0,0.0,0.0,4.966,0
34.0,6.0,1.0,0.0,652.0,1.0,0.0,0.0,4.966,0
24.0,4.0,1.0,1.0,354.0,1.0,0.0,0.0,4.966,0
28.0,,0.0,0.0,135.0,2.0,0.0,0.0,4.966,0
39.0,3.0,0.0,1.0,74.0,5.0,0.0,0.0,4.966,0
26.0,5.0,1.0,0.0,277.0,2.0,0.0,0.0,4.966,0
39.0,4.0,1.0,0.0,219.0,1.0,0.0,0.0,4.959,0
27.0,4.0,0.0,0.0,584.0,1.0,0.0,0.0,4.959,1
35.0,4.0,0.0,0.0,260.0,3.0,0.0,0.0,4.959,0
41.0,1.0,0.0,0.0,101.0,1.0,0.0,0.0,4.959,0
39.0,6.0,0.0,0.0,104.0,1.0,0.0,0.0,4.959,0
41.0,1.0,1.0,0.0,742.0,1.0,0.0,0.0,4.959,0
26.0,4.0,1.0,0.0,678.0,2.0,0.0,0.0,4.959,0
38.0,4.0,0.0,0.0,96.0,2.0,0.0,0.0,4.959,0
34.0,5.0,1.0,0.0,225.0,2.0,0.0,0.0,4.959,0
27.0,6.0,1.0,1.0,178.0,2.0,0.0,0.0,4.959,0
49.0,3.0,0.0,0.0,235.0,1.0,0.0,0.0,4.959,0
33.0,4.0,1.0,0.0,548.0,2.0,0.0,0.0,4.959,0
34.0,4.0,1.0,0.0,92.0,1.0,0.0,0.0,4.959,0
52.0,3.0,0.0,0.0,128.0,3.0,0.0,0.0,4.96,0
31.0,4.0,0.0,0.0,160.0,3.0,0.0,0.0,4.96,0
30.0,3.0,1.0,0.0,89.0,4.0,0.0,0.0,4.96,0
27.0,3.0,1.0,1.0,119.0,3.0,0.0,0.0,4.96,0
35.0,6.0,0.0,0.0,107.0,5.0,0.0,0.0,4.96,0
52.0,3.0,0.0,0.0,1434.0,5.0,0.0,0.0,4.96,0
42.0,,1.0,0.0,685.0,2.0,0.0,0.0,4.96,0
47.0,5.0,0.0,0.0,66.0,2.0,0.0,0.0,4.96,0
42.0,6.0,0.0,0.0,401.0,2.0,0.0,0.0,4.96,0
41.0,1.0,,,107.0,3.0,0.0,0.0,4.96,0
50.0,1.0,1.0,0.0,122.0,2.0,0.0,0.0,4.96,0
32.0,4.0,0.0,0.0,722.0,3.0,0.0,0.0,4.96,1
38.0,3.0,1.0,0.0,317.0,6.0,0.0,0.0,4.96,0
32.0,6.0,0.0,0.0,66.0,8.0,0.0,0.0,4.96,0
49.0,3.0,0.0,0.0,326.0,3.0,0.0,0.0,4.96,0
49.0,4.0,0.0,0.0,21.0,2.0,0.0,0.0,4.96,0
39.0,1.0,1.0,0.0,223.0,1.0,0.0,0.0,4.96,0
33.0,3.0,,,385.0,1.0,0.0,0.0,4.96,0
30.0,3.0,1.0,0.0,332.0,1.0,0.0,0.0,4.96,0
37.0,4.0,,,114.0,1.0,0.0,0.0,4.96,0
36.0,4.0,0.0,0.0,889.0,1.0,0.0,0.0,4.96,1
43.0,4.0,0.0,0.0,240.0,1.0,0.0,0.0,4.96,0
59.0,6.0,0.0,0.0,39.0,1.0,0.0,0.0,4.96,0
49.0,1.0,0.0,1.0,256.0,15.0,0.0,0.0,4.96,0
43.0,3.0,1.0,0.0,174.0,1.0,0.0,0.0,4.96,0
42.0,6.0,1.0,0.0,643.0,3.0,0.0,0.0,4.96,0
60.0,3.0,,,575.0,1.0,0.0,0.0,4.96,0
42.0,6.0,1.0,0.0,46.0,1.0,0.0,0.0,4.96,0
54.0,6.0,1.0,0.0,224.0,1.0,0.0,0.0,4.96,0
40.0,6.0,0.0,0.0,192.0,1.0,0.0,0.0,4.96,0
40.0,4.0,0.0,1.0,162.0,4.0,0.0,0.0,4.96,0
35.0,3.0,1.0,0.0,448.0,1.0,0.0,0.0,4.96,0
52.0,6.0,1.0,0.0,97.0,3.0,0.0,0.0,4.96,0
34.0,3.0,1.0,0.0,80.0,1.0,0.0,0.0,4.96,0
50.0,6.0,1.0,0.0,236.0,1.0,0.0,0.0,4.96,0
24.0,4.0,1.0,0.0,337.0,4.0,0.0,0.0,4.96,0
43.0,6.0,1.0,0.0,117.0,3.0,0.0,0.0,4.96,0
33.0,3.0,0.0,1.0,387.0,2.0,0.0,0.0,4.96,0
45.0,,1.0,0.0,326.0,2.0,0.0,0.0,4.96,0
60.0,4.0,0.0,0.0,188.0,7.0,0.0,0.0,4.96,0
41.0,2.0,0.0,0.0,141.0,1.0,0.0,0.0,4.96,0
31.0,4.0,1.0,0.0,354.0,1.0,0.0,0.0,4.96,0
34.0,5.0,0.0,0.0,166.0,1.0,0.0,0.0,4.96,0
29.0,4.0,1.0,0.0,113.0,4.0,0.0,0.0,4.96,0
23.0,4.0,0.0,0.0,104.0,1.0,0.0,0.0,4.96,0
31.0,4.0,0.0,0.0,88.0,1.0,0.0,0.0,4.96,0
31.0,6.0,0.0,0.0,211.0,2.0,0.0,0.0,4.96,0
25.0,4.0,0.0,0.0,68.0,1.0,0.0,0.0,4.96,0
38.0,4.0,0.0,0.0,273.0,5.0,0.0,0.0,4.96,0
49.0,5.0,1.0,1.0,70.0,3.0,0.0,0.0,4.96,0
31.0,6.0,,,116.0,3.0,0.0,0.0,4.96,0
31.0,4.0,0.0,0.0,75.0,3.0,0.0,0.0,4.96,0
39.0,3.0,0.0,1.0,51.0,2.0,0.0,0.0,4.96,0
34.0,5.0,1.0,0.0,224.0,4.0,0.0,0.0,4.96,0
35.0,6.0,1.0,0.0,447.0,3.0,0.0,0.0,4.96,0
39.0,3.0,1.0,0.0,79.0,2.0,0.0,0.0,4.96,0
35.0,5.0,1.0,0.0,261.0,5.0,0.0,0.0,4.96,0
44.0,4.0,1.0,1.0,234.0,1.0,0.0,0.0,4.96,0
36.0,6.0,0.0,0.0,407.0,1.0,0.0,0.0,4.96,0
50.0,4.0,1.0,0.0,339.0,2.0,0.0,0.0,4.96,0
48.0,4.0,0.0,0.0,352.0,2.0,0.0,0.0,4.96,0
37.0,6.0,1.0,0.0,164.0,3.0,0.0,0.0,4.96,0
42.0,6.0,1.0,0.0,719.0,2.0,0.0,0.0,4.96,1
40.0,4.0,1.0,0.0,167.0,3.0,0.0,0.0,4.96,0
45.0,6.0,0.0,0.0,208.0,2.0,0.0,0.0,4.96,0
31.0,4.0,0.0,0.0,624.0,5.0,0.0,0.0,4.96,0
38.0,5.0,1.0,0.0,185.0,1.0,0.0,0.0,4.96,0
31.0,6.0,0.0,1.0,15.0,11.0,0.0,0.0,4.96,0
31.0,3.0,1.0,0.0,342.0,1.0,0.0,0.0,4.962,0
25.0,4.0,1.0,0.0,140.0,1.0,0.0,0.0,4.962,0
25.0,4.0,0.0,0.0,161.0,1.0,0.0,0.0,4.962,0
50.0,,1.0,1.0,163.0,1.0,0.0,0.0,4.962,0
30.0,4.0,1.0,0.0,24.0,26.0,0.0,0.0,4.962,0
30.0,4.0,1.0,0.0,58.0,2.0,0.0,0.0,4.962,0
48.0,2.0,1.0,0.0,178.0,1.0,0.0,0.0,4.962,0
33.0,2.0,1.0,0.0,186.0,1.0,0.0,0.0,4.962,0
60.0,4.0,0.0,0.0,320.0,1.0,0.0,0.0,4.962,0
31.0,4.0,1.0,0.0,85.0,4.0,0.0,0.0,4.962,0
55.0,2.0,0.0,0.0,31.0,3.0,0.0,0.0,4.962,0
38.0,4.0,0.0,0.0,203.0,1.0,0.0,0.0,4.962,0
38.0,4.0,0.0,0.0,733.0,1.0,0.0,0.0,4.962,0
43.0,6.0,1.0,1.0,377.0,1.0,0.0,0.0,4.962,0
32.0,5.0,0.0,0.0,711.0,1.0,0.0,0.0,4.962,0
