duracion_meses,monto_credito,edad,carga_cuota_pct,creditos_vigentes,cuenta_corriente,ahorros,historial_crediticio,incumplimiento
36.0,2348.0,46.0,3.0,2.0,1.0,1.0,4.0,0
12.0,1223.0,46.0,1.0,2.0,2.0,1.0,2.0,1
24.0,1516.0,43.0,4.0,2.0,0.0,4.0,4.0,0
18.0,1473.0,39.0,3.0,1.0,0.0,1.0,2.0,0
18.0,1887.0,28.0,4.0,2.0,2.0,0.0,4.0,0
24.0,8648.0,27.0,2.0,2.0,0.0,1.0,3.0,1
14.0,802.0,27.0,4.0,2.0,0.0,1.0,3.0,0
18.0,2899.0,43.0,4.0,1.0,2.0,0.0,3.0,0
24.0,2039.0,22.0,1.0,1.0,2.0,1.0,2.0,1
24.0,2197.0,43.0,4.0,2.0,0.0,0.0,4.0,0
15.0,1053.0,27.0,4.0,1.0,1.0,1.0,2.0,0
24.0,3235.0,26.0,3.0,1.0,0.0,3.0,2.0,0
12.0,939.0,28.0,4.0,3.0,3.0,3.0,4.0,1
24.0,1967.0,20.0,4.0,1.0,2.0,1.0,2.0,0
33.0,7253.0,35.0,3.0,2.0,0.0,1.0,4.0,0
12.0,2292.0,42.0,4.0,2.0,0.0,1.0,4.0,1
10.0,1597.0,40.0,3.0,1.0,0.0,3.0,2.0,0
24.0,1381.0,35.0,4.0,1.0,1.0,0.0,2.0,1
36.0,5842.0,35.0,2.0,2.0,0.0,1.0,4.0,0
12.0,2579.0,33.0,4.0,1.0,1.0,1.0,2.0,1
18.0,8471.0,23.0,1.0,2.0,1.0,0.0,3.0,0
21.0,2782.0,31.0,1.0,1.0,0.0,3.0,2.0,0
18.0,1042.0,33.0,4.0,1.0,2.0,0.0,2.0,1
15.0,3186.0,20.0,2.0,1.0,0.0,4.0,2.0,0
12.0,2028.0,30.0,4.0,1.0,2.0,0.0,2.0,0
12.0,958.0,47.0,2.0,2.0,2.0,1.0,4.0,0
21.0,1591.0,34.0,4.0,2.0,0.0,2.0,3.0,0
12.0,2762.0,25.0,1.0,1.0,2.0,0.0,2.0,1
18.0,2779.0,21.0,1.0,1.0,2.0,1.0,2.0,0
28.0,2743.0,29.0,4.0,2.0,0.0,1.0,4.0,0
18.0,1149.0,46.0,4.0,2.0,0.0,4.0,4.0,0
9.0,1313.0,20.0,1.0,1.0,0.0,1.0,2.0,0
18.0,1190.0,55.0,2.0,3.0,1.0,1.0,4.0,1
5.0,3448.0,74.0,1.0,1.0,0.0,1.0,2.0,0
24.0,11328.0,29.0,2.0,2.0,2.0,1.0,2.0,1
6.0,1872.0,36.0,4.0,3.0,1.0,1.0,4.0,0
24.0,2058.0,33.0,4.0,2.0,0.0,1.0,4.0,0
9.0,2136.0,25.0,3.0,1.0,1.0,1.0,2.0,0
12.0,1484.0,25.0,2.0,1.0,2.0,0.0,2.0,1
6.0,660.0,23.0,2.0,1.0,0.0,3.0,2.0,0
24.0,1287.0,37.0,4.0,2.0,0.0,4.0,4.0,0
42.0,3394.0,65.0,4.0,2.0,1.0,1.0,4.0,0
12.0,609.0,26.0,4.0,1.0,3.0,1.0,1.0,1
12.0,1884.0,39.0,4.0,1.0,0.0,1.0,2.0,0
12.0,1620.0,30.0,2.0,1.0,1.0,1.0,2.0,0
20.0,2629.0,29.0,2.0,2.0,2.0,1.0,3.0,0
12.0,719.0,41.0,4.0,1.0,0.0,1.0,2.0,1
48.0,5096.0,30.0,2.0,1.0,2.0,1.0,4.0,1
9.0,1244.0,41.0,4.0,2.0,0.0,0.0,4.0,0
36.0,1842.0,34.0,4.0,1.0,1.0,1.0,2.0,1
7.0,2576.0,35.0,2.0,1.0,2.0,1.0,2.0,0
12.0,1424.0,55.0,3.0,1.0,3.0,0.0,2.0,0
15.0,1512.0,61.0,3.0,2.0,2.0,4.0,3.0,1
36.0,11054.0,30.0,4.0,1.0,0.0,0.0,4.0,0
6.0,518.0,29.0,3.0,1.0,0.0,1.0,2.0,0
12.0,2759.0,34.0,2.0,2.0,0.0,1.0,0.0,0
24.0,2670.0,35.0,4.0,1.0,0.0,1.0,2.0,0
24.0,4817.0,31.0,2.0,1.0,1.0,1.0,2.0,1
24.0,2679.0,29.0,4.0,1.0,0.0,1.0,2.0,0
11.0,3905.0,36.0,2.0,2.0,1.0,1.0,4.0,0
12.0,3386.0,35.0,3.0,1.0,1.0,1.0,2.0,1
6.0,343.0,27.0,4.0,1.0,1.0,1.0,2.0,0
18.0,4594.0,32.0,3.0,1.0,0.0,1.0,2.0,0
36.0,3620.0,37.0,1.0,1.0,1.0,1.0,2.0,0
15.0,1721.0,36.0,2.0,1.0,1.0,1.0,2.0,0
12.0,3017.0,34.0,3.0,1.0,2.0,1.0,2.0,0
12.0,754.0,38.0,4.0,2.0,2.0,0.0,2.0,0
18.0,1950.0,34.0,4.0,2.0,0.0,1.0,2.0,0
24.0,2924.0,63.0,3.0,1.0,1.0,1.0,2.0,0
24.0,1659.0,29.0,4.0,1.0,1.0,1.0,3.0,1
48.0,7238.0,32.0,3.0,2.0,0.0,0.0,3.0,0
33.0,2764.0,26.0,2.0,2.0,0.0,1.0,3.0,0
24.0,4679.0,35.0,3.0,2.0,0.0,1.0,3.0,0
24.0,3092.0,22.0,3.0,1.0,2.0,2.0,2.0,1
6.0,448.0,23.0,4.0,1.0,1.0,1.0,2.0,1
9.0,654.0,28.0,4.0,1.0,1.0,1.0,2.0,1
6.0,1238.0,36.0,4.0,1.0,0.0,0.0,2.0,0
18.0,1245.0,33.0,4.0,1.0,2.0,1.0,4.0,1
18.0,3114.0,26.0,1.0,1.0,1.0,1.0,0.0,1
39.0,2569.0,24.0,4.0,1.0,0.0,3.0,2.0,0
24.0,5152.0,25.0,4.0,1.0,3.0,1.0,2.0,0
12.0,1037.0,39.0,3.0,1.0,2.0,2.0,2.0,0
15.0,1478.0,44.0,4.0,2.0,1.0,1.0,4.0,0
12.0,3573.0,23.0,1.0,1.0,2.0,1.0,4.0,0
24.0,1201.0,26.0,4.0,1.0,2.0,1.0,2.0,0
30.0,3622.0,57.0,4.0,2.0,1.0,4.0,2.0,0
15.0,960.0,30.0,3.0,2.0,0.0,4.0,3.0,0
12.0,1163.0,44.0,4.0,1.0,0.0,3.0,4.0,0
6.0,1209.0,47.0,4.0,1.0,2.0,1.0,3.0,1
12.0,3077.0,52.0,2.0,1.0,0.0,1.0,2.0,0
24.0,3757.0,62.0,4.0,1.0,0.0,1.0,2.0,0
10.0,1418.0,35.0,3.0,1.0,0.0,2.0,2.0,0
6.0,3518.0,26.0,2.0,1.0,0.0,1.0,2.0,0
12.0,1934.0,26.0,2.0,2.0,0.0,1.0,4.0,0
27.0,8318.0,42.0,2.0,2.0,2.0,1.0,0.0,1
6.0,1237.0,27.0,1.0,2.0,0.0,2.0,4.0,0
6.0,368.0,38.0,4.0,1.0,2.0,0.0,2.0,0
12.0,2122.0,39.0,3.0,2.0,1.0,1.0,4.0,0
24.0,2996.0,20.0,2.0,1.0,1.0,0.0,2.0,1
36.0,9034.0,29.0,4.0,1.0,2.0,2.0,2.0,1
24.0,1585.0,40.0,4.0,2.0,0.0,1.0,4.0,0
18.0,1301.0,32.0,4.0,1.0,2.0,1.0,2.0,0
6.0,1323.0,28.0,2.0,2.0,3.0,2.0,4.0,0
24.0,3123.0,27.0,4.0,1.0,1.0,1.0,2.0,1
36.0,5493.0,42.0,2.0,1.0,1.0,1.0,2.0,0
9.0,1126.0,49.0,2.0,1.0,3.0,2.0,2.0,0
24.0,1216.0,38.0,4.0,2.0,2.0,2.0,4.0,1
24.0,1207.0,24.0,4.0,1.0,1.0,1.0,2.0,1
10.0,1309.0,27.0,4.0,1.0,0.0,0.0,2.0,1
15.0,2360.0,36.0,2.0,1.0,3.0,3.0,4.0,0
15.0,6850.0,34.0,1.0,1.0,2.0,2.0,1.0,1
24.0,1413.0,28.0,4.0,1.0,0.0,1.0,2.0,0
39.0,8588.0,45.0,4.0,1.0,0.0,2.0,2.0,0
12.0,759.0,26.0,4.0,1.0,1.0,1.0,2.0,1
36.0,4686.0,32.0,2.0,1.0,0.0,1.0,2.0,0
15.0,2687.0,26.0,2.0,1.0,3.0,1.0,2.0,0
12.0,585.0,20.0,4.0,2.0,2.0,1.0,3.0,0
24.0,2255.0,54.0,4.0,1.0,0.0,0.0,2.0,0
6.0,609.0,37.0,4.0,2.0,1.0,1.0,4.0,0
6.0,1361.0,40.0,2.0,1.0,1.0,1.0,4.0,0
36.0,7127.0,23.0,2.0,2.0,0.0,1.0,4.0,1
6.0,1203.0,43.0,3.0,1.0,1.0,2.0,2.0,0
6.0,700.0,36.0,4.0,2.0,0.0,0.0,4.0,0
24.0,5507.0,44.0,3.0,2.0,0.0,1.0,4.0,0
18.0,3190.0,24.0,2.0,1.0,1.0,1.0,2.0,1
48.0,7119.0,53.0,3.0,2.0,1.0,1.0,0.0,1
24.0,3488.0,23.0,3.0,1.0,0.0,2.0,2.0,0
18.0,1113.0,26.0,4.0,1.0,2.0,1.0,2.0,0
26.0,7966.0,30.0,2.0,2.0,2.0,1.0,2.0,0
15.0,1532.0,31.0,4.0,1.0,0.0,2.0,4.0,0
4.0,1503.0,42.0,2.0,2.0,0.0,1.0,4.0,0
36.0,2302.0,31.0,4.0,1.0,1.0,1.0,2.0,1
6.0,662.0,41.0,3.0,1.0,1.0,1.0,2.0,0
36.0,2273.0,32.0,3.0,2.0,2.0,1.0,2.0,0
15.0,2631.0,28.0,2.0,2.0,2.0,2.0,2.0,1
12.0,1503.0,41.0,4.0,1.0,0.0,1.0,3.0,0
24.0,1311.0,26.0,4.0,1.0,0.0,2.0,2.0,0
24.0,3105.0,25.0,4.0,2.0,0.0,0.0,2.0,0
21.0,2319.0,33.0,2.0,1.0,3.0,1.0,4.0,1
6.0,1374.0,75.0,4.0,1.0,1.0,0.0,2.0,0
18.0,3612.0,37.0,3.0,1.0,2.0,1.0,4.0,0
48.0,7763.0,42.0,4.0,1.0,1.0,1.0,2.0,1
18.0,3049.0,45.0,1.0,1.0,3.0,1.0,2.0,0
12.0,1534.0,23.0,1.0,1.0,2.0,1.0,2.0,1
24.0,2032.0,60.0,4.0,2.0,0.0,1.0,3.0,0
30.0,6350.0,31.0,4.0,1.0,1.0,0.0,2.0,1
18.0,2864.0,34.0,2.0,1.0,3.0,1.0,2.0,1
12.0,1255.0,61.0,4.0,2.0,0.0,1.0,4.0,0
24.0,1333.0,43.0,4.0,2.0,1.0,1.0,3.0,1
24.0,2022.0,37.0,4.0,1.0,0.0,1.0,4.0,0
24.0,1552.0,32.0,3.0,1.0,0.0,1.0,2.0,0
12.0,626.0,24.0,4.0,1.0,1.0,1.0,1.0,1
48.0,8858.0,35.0,2.0,2.0,0.0,0.0,4.0,0
12.0,996.0,23.0,4.0,2.0,0.0,0.0,4.0,0
6.0,1750.0,45.0,2.0,1.0,0.0,3.0,1.0,0
48.0,6999.0,34.0,1.0,2.0,1.0,1.0,2.0,1
12.0,1995.0,27.0,4.0,1.0,2.0,2.0,4.0,0
9.0,1199.0,67.0,4.0,2.0,2.0,1.0,2.0,0
12.0,1331.0,22.0,2.0,1.0,2.0,1.0,2.0,1
18.0,2278.0,28.0,3.0,2.0,2.0,2.0,0.0,1
21.0,5003.0,29.0,1.0,2.0,0.0,0.0,0.0,1
24.0,3552.0,27.0,3.0,1.0,1.0,1.0,1.0,1
18.0,1928.0,31.0,2.0,2.0,2.0,1.0,4.0,1
24.0,2964.0,49.0,4.0,1.0,1.0,0.0,2.0,0
24.0,1546.0,24.0,4.0,1.0,1.0,1.0,1.0,1
6.0,683.0,29.0,2.0,1.0,3.0,1.0,3.0,0
36.0,12389.0,37.0,1.0,1.0,2.0,0.0,2.0,1
24.0,4712.0,37.0,4.0,2.0,2.0,0.0,3.0,0
24.0,1553.0,23.0,3.0,2.0,2.0,2.0,3.0,0
12.0,1372.0,36.0,2.0,1.0,1.0,1.0,2.0,1
24.0,2578.0,34.0,2.0,1.0,0.0,4.0,4.0,0
48.0,3979.0,41.0,4.0,2.0,2.0,0.0,2.0,0
48.0,6758.0,31.0,3.0,1.0,1.0,1.0,2.0,1
24.0,3234.0,23.0,4.0,1.0,1.0,1.0,2.0,1
30.0,5954.0,38.0,3.0,1.0,0.0,1.0,4.0,0
24.0,5433.0,26.0,2.0,1.0,0.0,0.0,2.0,0
15.0,806.0,22.0,4.0,1.0,1.0,1.0,2.0,0
9.0,1082.0,27.0,4.0,2.0,2.0,1.0,2.0,0
15.0,2788.0,24.0,2.0,2.0,0.0,1.0,4.0,0
12.0,2930.0,27.0,2.0,1.0,2.0,1.0,2.0,0
24.0,1927.0,33.0,3.0,2.0,0.0,0.0,4.0,0
36.0,2820.0,27.0,4.0,2.0,2.0,1.0,4.0,1
24.0,937.0,27.0,4.0,2.0,0.0,1.0,2.0,0
18.0,1056.0,30.0,3.0,2.0,2.0,1.0,4.0,1
12.0,3124.0,49.0,1.0,2.0,2.0,1.0,4.0,0
9.0,1388.0,26.0,4.0,1.0,0.0,1.0,2.0,0
36.0,2384.0,33.0,4.0,1.0,2.0,1.0,2.0,1
12.0,2133.0,52.0,4.0,1.0,0.0,0.0,2.0,0
18.0,2039.0,20.0,1.0,1.0,1.0,1.0,2.0,1
9.0,2799.0,36.0,2.0,2.0,1.0,1.0,4.0,0
12.0,1289.0,21.0,4.0,1.0,1.0,1.0,2.0,0
18.0,1217.0,47.0,4.0,1.0,1.0,1.0,2.0,1
12.0,2246.0,60.0,3.0,2.0,1.0,1.0,4.0,1
12.0,385.0,58.0,4.0,4.0,1.0,1.0,4.0,0
24.0,1965.0,42.0,4.0,2.0,2.0,0.0,3.0,0
21.0,1572.0,36.0,4.0,1.0,0.0,4.0,2.0,0
24.0,2718.0,20.0,3.0,1.0,2.0,1.0,2.0,1
24.0,1358.0,40.0,4.0,1.0,1.0,0.0,1.0,1
6.0,931.0,32.0,1.0,1.0,2.0,2.0,1.0,1
24.0,1442.0,23.0,4.0,2.0,1.0,1.0,2.0,1
24.0,4241.0,36.0,1.0,3.0,2.0,1.0,0.0,1
18.0,2775.0,31.0,2.0,2.0,0.0,1.0,4.0,1
24.0,3863.0,32.0,1.0,1.0,0.0,1.0,3.0,0
7.0,2329.0,45.0,1.0,1.0,2.0,1.0,2.0,0
9.0,918.0,30.0,4.0,1.0,2.0,1.0,2.0,1
24.0,1837.0,34.0,4.0,1.0,2.0,1.0,1.0,1
36.0,3349.0,28.0,4.0,1.0,0.0,1.0,2.0,1
10.0,1275.0,23.0,4.0,1.0,3.0,1.0,2.0,0
24.0,2828.0,22.0,4.0,1.0,1.0,3.0,1.0,0
24.0,4526.0,74.0,3.0,1.0,0.0,1.0,4.0,0
36.0,2671.0,50.0,4.0,1.0,2.0,2.0,2.0,1
18.0,2051.0,33.0,4.0,1.0,0.0,1.0,2.0,0
15.0,1300.0,45.0,4.0,1.0,0.0,0.0,2.0,0
12.0,741.0,22.0,4.0,1.0,1.0,2.0,2.0,1
10.0,1240.0,48.0,1.0,1.0,3.0,2.0,2.0,1
21.0,3357.0,29.0,4.0,1.0,1.0,4.0,2.0,0
24.0,3632.0,22.0,1.0,1.0,1.0,1.0,1.0,0
18.0,1808.0,22.0,4.0,1.0,0.0,1.0,3.0,1
48.0,12204.0,48.0,2.0,1.0,2.0,0.0,0.0,0
60.0,9157.0,27.0,2.0,1.0,2.0,0.0,3.0,0
6.0,3676.0,37.0,1.0,3.0,1.0,1.0,4.0,0
30.0,3441.0,21.0,2.0,1.0,2.0,2.0,2.0,1
12.0,640.0,49.0,4.0,1.0,0.0,1.0,2.0,0
21.0,3652.0,27.0,2.0,2.0,2.0,1.0,4.0,0
18.0,1530.0,32.0,3.0,2.0,0.0,1.0,4.0,1
48.0,3914.0,38.0,4.0,1.0,0.0,0.0,2.0,1
12.0,1858.0,22.0,4.0,1.0,1.0,1.0,2.0,0
18.0,2600.0,65.0,4.0,2.0,1.0,1.0,2.0,1
15.0,1979.0,35.0,4.0,1.0,0.0,0.0,2.0,0
6.0,2116.0,41.0,2.0,1.0,3.0,1.0,2.0,0
9.0,1437.0,29.0,2.0,1.0,2.0,2.0,1.0,1
42.0,4042.0,36.0,4.0,2.0,0.0,3.0,4.0,0
9.0,3832.0,64.0,1.0,1.0,0.0,0.0,2.0,0
24.0,3660.0,28.0,2.0,1.0,1.0,1.0,2.0,0
18.0,1553.0,44.0,4.0,1.0,1.0,1.0,1.0,1
15.0,1444.0,23.0,4.0,1.0,2.0,0.0,2.0,0
9.0,1980.0,19.0,2.0,2.0,0.0,1.0,2.0,1
24.0,1355.0,25.0,3.0,1.0,2.0,1.0,2.0,1
12.0,1393.0,47.0,4.0,3.0,0.0,1.0,2.0,0
24.0,1376.0,28.0,4.0,1.0,0.0,3.0,2.0,0
60.0,15653.0,21.0,2.0,2.0,0.0,1.0,3.0,0
12.0,1493.0,34.0,4.0,1.0,0.0,1.0,2.0,0
42.0,4370.0,26.0,3.0,2.0,1.0,1.0,3.0,1
18.0,750.0,27.0,4.0,1.0,1.0,1.0,2.0,1
15.0,1308.0,38.0,4.0,2.0,2.0,1.0,2.0,0
15.0,4623.0,40.0,3.0,1.0,0.0,2.0,2.0,1
24.0,1851.0,33.0,4.0,2.0,0.0,1.0,4.0,0
18.0,1880.0,32.0,4.0,2.0,1.0,1.0,4.0,0
36.0,7980.0,27.0,4.0,2.0,0.0,0.0,3.0,1
30.0,4583.0,32.0,2.0,2.0,1.0,1.0,0.0,0
12.0,1386.0,26.0,2.0,1.0,0.0,3.0,2.0,1
24.0,947.0,38.0,4.0,1.0,3.0,1.0,2.0,1
12.0,684.0,40.0,4.0,1.0,1.0,1.0,2.0,1
48.0,7476.0,50.0,4.0,1.0,1.0,1.0,2.0,0
12.0,1922.0,37.0,4.0,1.0,2.0,1.0,2.0,1
24.0,2303.0,45.0,4.0,1.0,1.0,1.0,2.0,1
36.0,8086.0,42.0,2.0,4.0,2.0,2.0,3.0,1
24.0,2346.0,35.0,4.0,2.0,0.0,1.0,4.0,0
14.0,3973.0,22.0,1.0,1.0,1.0,1.0,2.0,0
12.0,888.0,41.0,4.0,1.0,2.0,1.0,2.0,1
48.0,10222.0,37.0,4.0,1.0,0.0,0.0,2.0,0
30.0,4221.0,28.0,2.0,2.0,2.0,1.0,0.0,0
18.0,6361.0,41.0,2.0,1.0,2.0,1.0,4.0,0
12.0,1297.0,23.0,3.0,1.0,3.0,1.0,2.0,0
12.0,900.0,23.0,4.0,1.0,1.0,0.0,2.0,1
21.0,2241.0,50.0,4.0,2.0,0.0,1.0,2.0,0
6.0,1050.0,35.0,4.0,2.0,2.0,1.0,3.0,0
6.0,1047.0,50.0,2.0,1.0,3.0,1.0,4.0,0
24.0,6314.0,27.0,4.0,2.0,0.0,1.0,4.0,0
30.0,3496.0,34.0,4.0,1.0,2.0,4.0,1.0,0
48.0,3609.0,27.0,1.0,1.0,0.0,1.0,1.0,0
12.0,4843.0,43.0,3.0,2.0,1.0,1.0,4.0,1
30.0,3017.0,47.0,4.0,1.0,3.0,1.0,4.0,0
24.0,4139.0,27.0,3.0,2.0,0.0,2.0,4.0,0
36.0,5742.0,31.0,2.0,2.0,0.0,2.0,2.0,0
60.0,10366.0,42.0,2.0,1.0,0.0,1.0,2.0,0
6.0,2080.0,24.0,1.0,1.0,0.0,3.0,4.0,0
21.0,2580.0,41.0,4.0,1.0,0.0,3.0,3.0,1
30.0,4530.0,26.0,4.0,1.0,0.0,1.0,4.0,0
24.0,5150.0,33.0,4.0,1.0,0.0,1.0,4.0,0
72.0,5595.0,24.0,2.0,1.0,2.0,2.0,2.0,1
24.0,2384.0,64.0,4.0,1.0,1.0,1.0,2.0,0
18.0,1453.0,26.0,3.0,1.0,0.0,1.0,2.0,0
6.0,1538.0,56.0,1.0,1.0,0.0,1.0,2.0,0
12.0,2279.0,37.0,4.0,1.0,0.0,0.0,2.0,0
15.0,1478.0,33.0,4.0,2.0,0.0,1.0,3.0,0
24.0,5103.0,47.0,3.0,3.0,0.0,1.0,4.0,0
36.0,9857.0,31.0,1.0,2.0,2.0,2.0,3.0,0
60.0,6527.0,34.0,4.0,1.0,0.0,0.0,2.0,0
10.0,1347.0,27.0,4.0,2.0,3.0,0.0,4.0,0
36.0,2862.0,30.0,4.0,1.0,2.0,2.0,3.0,0
9.0,2753.0,35.0,3.0,1.0,0.0,2.0,2.0,0
12.0,3651.0,31.0,1.0,1.0,1.0,4.0,2.0,0
15.0,975.0,25.0,2.0,2.0,1.0,1.0,4.0,0
15.0,2631.0,25.0,3.0,1.0,2.0,2.0,2.0,0
24.0,2896.0,29.0,2.0,1.0,2.0,2.0,2.0,0
6.0,4716.0,44.0,1.0,2.0,1.0,0.0,4.0,0
24.0,2284.0,28.0,4.0,1.0,0.0,1.0,2.0,0
6.0,1236.0,50.0,2.0,1.0,0.0,3.0,2.0,0
12.0,1103.0,29.0,4.0,2.0,2.0,1.0,2.0,0
12.0,926.0,38.0,1.0,1.0,0.0,1.0,4.0,0
18.0,1800.0,24.0,4.0,2.0,0.0,1.0,4.0,0
15.0,1905.0,40.0,4.0,1.0,3.0,1.0,2.0,0
12.0,1123.0,29.0,4.0,1.0,0.0,3.0,2.0,1
48.0,6331.0,46.0,4.0,2.0,1.0,1.0,4.0,1
24.0,1377.0,47.0,4.0,1.0,3.0,2.0,2.0,0
30.0,2503.0,41.0,4.0,2.0,2.0,2.0,3.0,0
27.0,2528.0,32.0,4.0,1.0,2.0,1.0,2.0,0
15.0,5324.0,35.0,1.0,1.0,0.0,3.0,2.0,0
48.0,6560.0,24.0,3.0,1.0,2.0,2.0,2.0,1
12.0,2969.0,25.0,4.0,2.0,2.0,1.0,0.0,1
9.0,1206.0,25.0,4.0,1.0,2.0,1.0,2.0,0
9.0,2118.0,37.0,2.0,1.0,2.0,1.0,2.0,0
18.0,629.0,32.0,4.0,2.0,0.0,3.0,4.0,0
6.0,1198.0,35.0,4.0,1.0,1.0,1.0,1.0,1
21.0,2476.0,46.0,4.0,1.0,0.0,0.0,2.0,0
9.0,1138.0,25.0,4.0,2.0,1.0,1.0,4.0,0
60.0,14027.0,27.0,4.0,1.0,2.0,1.0,2.0,1
30.0,7596.0,63.0,1.0,2.0,0.0,0.0,4.0,0
30.0,3077.0,40.0,3.0,2.0,0.0,0.0,4.0,0
18.0,1505.0,32.0,4.0,1.0,0.0,1.0,2.0,0
24.0,3148.0,31.0,3.0,2.0,3.0,0.0,4.0,0
20.0,6148.0,31.0,3.0,2.0,2.0,2.0,0.0,0
9.0,1337.0,34.0,4.0,2.0,3.0,1.0,0.0,1
6.0,433.0,24.0,4.0,1.0,2.0,4.0,1.0,1
12.0,1228.0,24.0,4.0,1.0,1.0,1.0,2.0,1
9.0,790.0,66.0,4.0,1.0,2.0,3.0,2.0,0
27.0,2570.0,21.0,3.0,1.0,0.0,1.0,2.0,1
6.0,250.0,41.0,2.0,2.0,0.0,4.0,4.0,0
15.0,1316.0,47.0,2.0,2.0,0.0,3.0,4.0,0
18.0,1882.0,25.0,4.0,2.0,1.0,1.0,2.0,1
48.0,6416.0,59.0,4.0,1.0,2.0,1.0,1.0,1
24.0,1275.0,36.0,2.0,2.0,3.0,4.0,4.0,0
24.0,6403.0,33.0,1.0,1.0,2.0,1.0,3.0,0
24.0,1987.0,21.0,2.0,1.0,1.0,1.0,2.0,1
8.0,760.0,44.0,4.0,1.0,2.0,1.0,2.0,0
24.0,2603.0,28.0,2.0,1.0,0.0,4.0,2.0,0
4.0,3380.0,37.0,1.0,1.0,0.0,1.0,4.0,0
36.0,3990.0,29.0,3.0,1.0,2.0,0.0,1.0,0
24.0,11560.0,23.0,1.0,2.0,2.0,1.0,2.0,1
18.0,4380.0,35.0,3.0,1.0,1.0,2.0,2.0,0
6.0,6761.0,45.0,1.0,2.0,0.0,1.0,4.0,0
30.0,4280.0,26.0,4.0,2.0,2.0,2.0,0.0,1
24.0,2325.0,32.0,2.0,1.0,1.0,2.0,1.0,0
10.0,1048.0,23.0,4.0,1.0,2.0,1.0,1.0,0
21.0,3160.0,41.0,4.0,1.0,0.0,0.0,2.0,0
24.0,2483.0,22.0,4.0,1.0,1.0,3.0,1.0,0
39.0,14179.0,30.0,4.0,2.0,1.0,0.0,4.0,0
13.0,1797.0,28.0,3.0,2.0,1.0,1.0,4.0,0
15.0,2511.0,23.0,1.0,1.0,1.0,1.0,2.0,0
12.0,1274.0,37.0,3.0,1.0,1.0,1.0,2.0,1
21.0,5248.0,26.0,1.0,1.0,0.0,0.0,2.0,0
15.0,3029.0,33.0,2.0,1.0,0.0,1.0,2.0,0
6.0,428.0,49.0,2.0,1.0,1.0,1.0,2.0,0
18.0,976.0,23.0,1.0,1.0,1.0,1.0,2.0,1
12.0,841.0,23.0,2.0,1.0,2.0,2.0,2.0,0
30.0,5771.0,25.0,4.0,2.0,0.0,1.0,4.0,0
12.0,1555.0,55.0,4.0,2.0,0.0,4.0,3.0,1
24.0,1285.0,32.0,4.0,1.0,1.0,0.0,2.0,1
6.0,1299.0,74.0,1.0,3.0,3.0,1.0,4.0,0
15.0,1271.0,39.0,3.0,2.0,3.0,0.0,4.0,1
24.0,1393.0,31.0,2.0,1.0,0.0,1.0,2.0,0
12.0,691.0,35.0,4.0,2.0,1.0,1.0,4.0,1
15.0,5045.0,59.0,1.0,1.0,0.0,0.0,4.0,0
18.0,2124.0,24.0,4.0,2.0,1.0,1.0,4.0,1
12.0,2214.0,24.0,4.0,1.0,1.0,1.0,2.0,0
21.0,12680.0,30.0,4.0,1.0,0.0,0.0,4.0,1
24.0,2463.0,27.0,4.0,2.0,0.0,2.0,4.0,0
12.0,1155.0,40.0,3.0,2.0,2.0,1.0,2.0,0
30.0,3108.0,31.0,2.0,1.0,1.0,1.0,2.0,1
10.0,2901.0,31.0,1.0,1.0,0.0,0.0,2.0,0
12.0,3617.0,28.0,1.0,3.0,2.0,1.0,4.0,0
12.0,1655.0,63.0,2.0,2.0,0.0,1.0,4.0,0
24.0,2812.0,26.0,2.0,1.0,1.0,0.0,2.0,0
36.0,8065.0,25.0,3.0,2.0,1.0,1.0,4.0,1
21.0,3275.0,36.0,1.0,1.0,0.0,1.0,4.0,0
24.0,2223.0,52.0,4.0,2.0,0.0,2.0,4.0,0
12.0,1480.0,66.0,2.0,3.0,3.0,3.0,4.0,0
24.0,1371.0,25.0,4.0,1.0,1.0,0.0,2.0,1
36.0,3535.0,37.0,4.0,2.0,0.0,1.0,4.0,0
18.0,3509.0,25.0,4.0,1.0,1.0,1.0,2.0,0
36.0,5711.0,38.0,4.0,2.0,0.0,4.0,4.0,0
18.0,3872.0,67.0,2.0,1.0,2.0,1.0,2.0,0
39.0,4933.0,25.0,2.0,2.0,2.0,1.0,4.0,1
24.0,1940.0,60.0,4.0,1.0,0.0,4.0,4.0,0
12.0,1410.0,31.0,2.0,1.0,2.0,1.0,0.0,0
12.0,836.0,23.0,4.0,1.0,2.0,2.0,2.0,1
20.0,6468.0,60.0,1.0,1.0,2.0,0.0,2.0,0
18.0,1941.0,35.0,4.0,1.0,2.0,4.0,2.0,0
22.0,2675.0,40.0,3.0,1.0,0.0,3.0,2.0,0
48.0,2751.0,38.0,4.0,2.0,0.0,0.0,4.0,0
48.0,6224.0,50.0,4.0,1.0,2.0,1.0,3.0,1
40.0,5998.0,27.0,4.0,1.0,1.0,1.0,4.0,1
21.0,1188.0,39.0,2.0,1.0,2.0,1.0,2.0,1
24.0,6313.0,41.0,3.0,1.0,0.0,0.0,2.0,0
6.0,1221.0,27.0,1.0,2.0,0.0,0.0,4.0,0
24.0,2892.0,51.0,3.0,1.0,3.0,1.0,2.0,0
24.0,3062.0,32.0,4.0,1.0,0.0,3.0,2.0,0
9.0,2301.0,22.0,2.0,1.0,0.0,2.0,2.0,0
